dose,RR,lb,ub
0,1,1,1
0.03968968968968969,0.9992685127272292,0.998217574359718,1.000320557538346
0.07937937937937938,0.9985375690123052,0.9964383479656099,1.0006412125393394
0.11906906906906906,0.9978071769232213,0.9946623372014554,1.000961959734723
0.15875875875875875,0.9970773445034793,0.9928895583033697,1.0012827938496167
0.19844844844844844,0.9963480797721371,0.9911200273604239,1.0016037096025938
0.2381381381381381,0.9956193907238556,0.9893537603152665,1.0019247017057562
0.27782782782782783,0.9948912853289474,0.9875907729647495,1.0022457648648107
0.3175175175175175,0.9941637715334253,0.9858310809605565,1.0025668937791476
0.35720720720720717,0.9934368572590518,0.9840746998098344,1.0028880831419165
0.3968968968968969,0.9927105504033896,0.9823216448758274,1.003209327640105
0.43658658658658656,0.9919848588398519,0.9805719313785143,1.0035306219546174
0.4762762762762762,0.9912597904177539,0.9788255743952484,1.0038519607603533
0.5159659659659659,0.9905353529623646,0.9770825888613998,1.0041733387262874
0.5556556556556557,0.9898115542749597,0.9753429895710003,1.0044947505155488
0.5953453453453453,0.9890884021328747,0.9736067911773918,1.0048161907855029
0.635035035035035,0.9883659042895586,0.9718740081938759,1.0051376541878307
0.6747247247247247,0.9876440684746284,0.9701446549943665,1.0054591353686122
0.7144144144144143,0.9869229023939239,0.9684187458140451,1.0057806289684075
0.7541041041041041,0.9862024137295637,0.9666962947500176,1.0061021296223396
0.7937937937937938,0.9854826101400014,0.9649773157619744,1.006423631960178
0.8334834834834834,0.9847634992600818,0.9632618226728519,1.0067451306064228
0.8731731731731731,0.9840450887010991,0.9615498291694958,1.0070666201803884
0.9128628628628628,0.9833273860508543,0.9598413488033283,1.007388095296289
0.9525525525525524,0.9826103988737142,0.9581363949910147,1.0077095505633247
0.9922422422422422,0.98189413471067,0.9564349810151341,1.0080309805857672
1.0319319319319318,0.9811786010793976,0.9547371200248513,1.0083523799630465
1.0716216216216217,0.9804638054743174,0.9530428250365899,1.0086737432898392
1.1113113113113113,0.9797497553666559,0.9513521089347082,1.0089950651561557
1.151001001001001,0.9790364582045058,0.9496649844721764,1.00931634014743
1.1906906906906907,0.9783239214128895,0.9479814642712553,1.0096375628446086
1.2303803803803803,0.9776121523938205,0.9463015608241768,1.0099587278242401
1.27007007007007,0.9769011585263672,0.9446252864938265,1.0102798296585673
1.3097597597597597,0.9761909471667162,0.9429526535144265,1.0106008629156173
1.3494494494494493,0.9754815256482365,0.941283673992221,1.0109218221592944
1.389139139139139,0.9747729012815448,0.9396183599061627,1.0112427019494727
1.4288288288288287,0.9740650813545696,0.9379567231086008,1.0115634968420901
1.4685185185185183,0.9733580731326185,0.9362987753259698,1.0118842013892415
1.5082082082082082,0.9726518838584434,0.9346445281594802,1.0122048101392749
1.547897897897898,0.9719465207523079,0.9329939930858101,1.012525317636886
1.5875875875875876,0.9712419910120549,0.9313471814577979,1.012845718423216
